symbol,exchange,date,period,strike,out-of-the-money-pcent,call/put,iv,delta,moneyness,normalizediv,matyears
SPX,CBOE,1/1/16,360,1792.395,45,P,0.293274,-0.013966,0.55,0.293274,0.98630137
SPX,CBOE,1/1/16,360,4888.35,50,C,0.114049,0.000213,1.5,0.114049,0.98630137
SPX,CBOE,1/1/16,360,1629.45,50,P,0.311838,-0.008355,0.5,0.311838,0.98630137
SPX,CBOE,1/1/16,360,5051.294,55,C,0.114049,0.000069,1.55,0.114049,0.98630137
SPX,CBOE,1/1/16,360,1466.505,55,P,0.333752,-0.005015,0.45,0.333752,0.98630137
SPX,CBOE,1/1/16,360,5214.24,60,C,0.114049,0.000021,1.6,0.114049,0.98630137
SPX,CBOE,1/1/16,360,1303.56,60,P,0.3627,-0.003226,0.4,0.3627,0.98630137
SPX,CBOE,1/1/16,720,3262.61,0,C,0.162656,0.54547,1,0.081328,1.97260274
SPX,CBOE,1/1/16,720,3262.61,0,P,0.166169,-0.453552,1,0.0830845,1.97260274
SPX,CBOE,1/1/16,720,3425.74,5,C,0.15033,0.450059,1.05,0.15033,1.97260274
SPX,CBOE,1/1/16,720,3099.479,5,P,0.17829,-0.370684,0.95,0.17829,1.97260274
SPX,CBOE,1/1/16,720,3588.871,10,C,0.138587,0.347404,1.1,0.138587,1.97260274
SPX,CBOE,1/1/16,720,2936.349,10,P,0.19013,-0.298724,0.9,0.19013,1.97260274
SPX,CBOE,1/1/16,720,3752.001,15,C,0.128622,0.247194,1.15,0.128622,1.97260274
SPX,CBOE,1/1/16,720,2773.218,15,P,0.201607,-0.237139,0.85,0.201607,1.97260274
SPX,CBOE,1/1/16,720,3915.132,20,C,0.120736,0.16099,1.2,0.120736,1.97260274
SPX,CBOE,1/1/16,720,2610.088,20,P,0.212794,-0.185109,0.8,0.212794,1.97260274
SPX,CBOE,1/1/16,720,4078.262,25,C,0.11632,0.099538,1.25,0.11632,1.97260274
SPX,CBOE,1/1/16,720,2446.957,25,P,0.223502,-0.141544,0.75,0.223502,1.97260274
SPX,CBOE,1/1/16,720,4241.393,30,C,0.116475,0.064003,1.3,0.116475,1.97260274
SPX,CBOE,1/1/16,720,2283.827,30,P,0.234167,-0.105844,0.7,0.234167,1.97260274
SPX,CBOE,1/1/16,720,4404.523,35,C,0.117535,0.041332,1.35,0.117535,1.97260274
SPX,CBOE,1/1/16,720,2120.696,35,P,0.244694,-0.077034,0.65,0.244694,1.97260274
SPX,CBOE,1/1/16,720,4567.653,40,C,0.120164,0.028112,1.4,0.120164,1.97260274
SPX,CBOE,1/1/16,720,1957.566,40,P,0.255327,-0.054381,0.6,0.255327,1.97260274
SPX,CBOE,1/1/16,720,4730.784,45,C,0.120715,0.017568,1.45,0.120715,1.97260274
SPX,CBOE,1/1/16,720,1794.435,45,P,0.266781,-0.037302,0.55,0.266781,1.97260274
SPX,CBOE,1/1/16,720,4893.915,50,C,0.120715,0.010535,1.5,0.120715,1.97260274
SPX,CBOE,1/1/16,720,1631.305,50,P,0.279087,-0.024746,0.5,0.279087,1.97260274
SPX,CBOE,1/1/16,720,5057.045,55,C,0.120715,0.006207,1.55,0.120715,1.97260274
SPX,CBOE,1/1/16,720,1468.174,55,P,0.292617,-0.01584,0.45,0.292617,1.97260274
SPX,CBOE,1/1/16,720,5220.175,60,C,0.120715,0.003601,1.6,0.120715,1.97260274
SPX,CBOE,1/1/16,720,1305.044,60,P,0.307225,-0.009661,0.4,0.307225,1.97260274
SPX,CBOE,1/1/16,1080,3269.199,0,C,0.168852,0.557733,1,0.084426,2.95890411
SPX,CBOE,1/1/16,1080,3269.199,0,P,0.175466,-0.440022,1,0.087733,2.95890411
SPX,CBOE,1/1/16,1080,3432.659,5,C,0.160091,0.484252,1.05,0.160091,2.95890411
SPX,CBOE,1/1/16,1080,3105.739,5,P,0.184379,-0.374368,0.95,0.184379,2.95890411
SPX,CBOE,1/1/16,1080,3596.119,10,C,0.15163,0.407103,1.1,0.15163,2.95890411
SPX,CBOE,1/1/16,1080,2942.279,10,P,0.193423,-0.314539,0.9,0.193423,2.95890411
SPX,CBOE,1/1/16,1080,3759.579,15,C,0.143792,0.329468,1.15,0.143792,2.95890411
SPX,CBOE,1/1/16,1080,2778.819,15,P,0.202557,-0.260875,0.85,0.202557,2.95890411
SPX,CBOE,1/1/16,1080,3923.039,20,C,0.136738,0.255418,1.2,0.136738,2.95890411
SPX,CBOE,1/1/16,1080,2615.359,20,P,0.211097,-0.212993,0.8,0.211097,2.95890411
SPX,CBOE,1/1/16,1080,4086.499,25,C,0.130938,0.189942,1.25,0.130938,2.95890411
SPX,CBOE,1/1/16,1080,2451.899,25,P,0.219741,-0.171035,0.75,0.219741,2.95890411
SPX,CBOE,1/1/16,1080,4249.959,30,C,0.126967,0.137396,1.3,0.126967,2.95890411
SPX,CBOE,1/1/16,1080,2288.439,30,P,0.228367,-0.134713,0.7,0.228367,2.95890411
SPX,CBOE,1/1/16,1080,4413.419,35,C,0.125043,0.098927,1.35,0.125043,2.95890411
SPX,CBOE,1/1/16,1080,2124.979,35,P,0.23709,-0.103799,0.65,0.23709,2.95890411
SPX,CBOE,1/1/16,1080,4576.879,40,C,0.12373,0.070173,1.4,0.12373,2.95890411
SPX,CBOE,1/1/16,1080,1961.52,40,P,0.245382,-0.07762,0.6,0.245382,2.95890411
SPX,CBOE,1/1/16,1080,4740.339,45,C,0.12313,0.049635,1.45,0.12313,2.95890411
SPX,CBOE,1/1/16,1080,1798.06,45,P,0.254227,-0.056399,0.55,0.254227,2.95890411
SPX,CBOE,1/1/16,1080,4903.799,50,C,0.12313,0.035267,1.5,0.12313,2.95890411
SPX,CBOE,1/1/16,1080,1634.6,50,P,0.26397,-0.039753,0.5,0.26397,2.95890411
SPX,CBOE,1/1/16,1080,5067.259,55,C,0.12313,0.024807,1.55,0.12313,2.95890411
SPX,CBOE,1/1/16,1080,1471.14,55,P,0.274438,-0.026957,0.45,0.274438,2.95890411
SPX,CBOE,1/1/16,1080,5230.719,60,C,0.12313,0.017293,1.6,0.12313,2.95890411
SPX,CBOE,1/1/16,1080,1307.68,60,P,0.278897,-0.015784,0.4,0.278897,2.95890411
SPX,CBOE,12/30/15,30,3231.009,0,C,0.118094,0.506753,1,0.059047,0.082191781
SPX,CBOE,12/30/15,30,3231.009,0,P,0.103557,-0.494078,1,0.0517785,0.082191781
SPX,CBOE,12/30/15,30,3392.559,5,C,0.088426,0.027944,1.05,0.088426,0.082191781
SPX,CBOE,12/30/15,30,3069.458,5,P,0.166532,-0.136052,0.95,0.166532,0.082191781
SPX,CBOE,12/30/15,30,3554.11,10,C,0.095626,0.000267,1.1,0.095626,0.082191781
SPX,CBOE,12/30/15,30,2907.908,10,P,0.220291,-0.04458,0.9,0.220291,0.082191781
SPX,CBOE,12/30/15,30,3715.66,15,C,0.095626,0,1.15,0.095626,0.082191781
SPX,CBOE,12/30/15,30,2746.358,15,P,0.273721,-0.017419,0.85,0.273721,0.082191781
SPX,CBOE,12/30/15,30,3877.211,20,C,0.095626,0,1.2,0.095626,0.082191781
SPX,CBOE,12/30/15,30,2584.807,20,P,0.325154,-0.007336,0.8,0.325154,0.082191781
SPX,CBOE,12/30/15,30,4038.761,25,C,0.095626,0,1.25,0.095626,0.082191781
SPX,CBOE,12/30/15,30,2423.257,25,P,0.376941,-0.003302,0.75,0.376941,0.082191781
SPX,CBOE,12/30/15,30,4200.311,30,C,0.095626,0,1.3,0.095626,0.082191781
SPX,CBOE,12/30/15,30,2261.706,30,P,0.421607,-0.001301,0.7,0.421607,0.082191781
SPX,CBOE,12/30/15,30,4361.862,35,C,0.095626,0,1.35,0.095626,0.082191781
SPX,CBOE,12/30/15,30,2100.156,35,P,0.427726,-0.000176,0.65,0.427726,0.082191781
SPX,CBOE,12/30/15,30,4523.412,40,C,0.095626,0,1.4,0.095626,0.082191781
SPX,CBOE,12/30/15,30,1938.605,40,P,0.427726,-0.000012,0.6,0.427726,0.082191781
SPX,CBOE,12/30/15,30,4684.963,45,C,0.095626,0,1.45,0.095626,0.082191781
SPX,CBOE,12/30/15,30,1777.055,45,P,0.427726,0,0.55,0.427726,0.082191781
SPX,CBOE,12/30/15,30,4846.513,50,C,0.095626,0,1.5,0.095626,0.082191781
SPX,CBOE,12/30/15,30,1615.504,50,P,0.427726,0,0.5,0.427726,0.082191781
SPX,CBOE,12/30/15,30,5008.063,55,C,0.095626,0,1.55,0.095626,0.082191781
SPX,CBOE,12/30/15,30,1453.954,55,P,0.427726,0,0.45,0.427726,0.082191781
SPX,CBOE,12/30/15,30,5169.614,60,C,0.095626,0,1.6,0.095626,0.082191781
SPX,CBOE,12/30/15,30,1292.403,60,P,0.427726,0,0.4,0.427726,0.082191781
SPX,CBOE,12/30/15,60,3231.072,0,C,0.124829,0.510094,1,0.0624145,0.164383562
SPX,CBOE,12/30/15,60,3231.072,0,P,0.117244,-0.490519,1,0.058622,0.164383562
SPX,CBOE,12/30/15,60,3392.625,5,C,0.093718,0.102927,1.05,0.093718,0.164383562
SPX,CBOE,12/30/15,60,3069.518,5,P,0.162906,-0.209079,0.95,0.162906,0.164383562
SPX,CBOE,12/30/15,60,3554.179,10,C,0.103007,0.011872,1.1,0.103007,0.164383562
SPX,CBOE,12/30/15,60,2907.965,10,P,0.200829,-0.090991,0.9,0.200829,0.164383562
SPX,CBOE,12/30/15,60,3715.733,15,C,0.106884,0.000679,1.15,0.106884,0.164383562
SPX,CBOE,12/30/15,60,2746.411,15,P,0.23697,-0.040967,0.85,0.23697,0.164383562
SPX,CBOE,12/30/15,60,3877.287,20,C,0.106884,0.000014,1.2,0.106884,0.164383562
SPX,CBOE,12/30/15,60,2584.858,20,P,0.273811,-0.019436,0.8,0.273811,0.164383562
SPX,CBOE,12/30/15,60,4038.84,25,C,0.106884,0,1.25,0.106884,0.164383562
SPX,CBOE,12/30/15,60,2423.304,25,P,0.310691,-0.009468,0.75,0.310691,0.164383562
SPX,CBOE,12/30/15,60,4200.394,30,C,0.106884,0,1.3,0.106884,0.164383562
SPX,CBOE,12/30/15,60,2261.75,30,P,0.349965,-0.004874,0.7,0.349965,0.164383562
SPX,CBOE,12/30/15,60,4361.947,35,C,0.106884,0,1.35,0.106884,0.164383562
SPX,CBOE,12/30/15,60,2100.197,35,P,0.394454,-0.002772,0.65,0.394454,0.164383562
SPX,CBOE,12/30/15,60,4523.501,40,C,0.106884,0,1.4,0.106884,0.164383562
SPX,CBOE,12/30/15,60,1938.643,40,P,0.419875,-0.001015,0.6,0.419875,0.164383562
SPX,CBOE,12/30/15,60,4685.055,45,C,0.106884,0,1.45,0.106884,0.164383562
SPX,CBOE,12/30/15,60,1777.09,45,P,0.419875,-0.000161,0.55,0.419875,0.164383562
SPX,CBOE,12/30/15,60,4846.608,50,C,0.106884,0,1.5,0.106884,0.164383562
SPX,CBOE,12/30/15,60,1615.536,50,P,0.419875,-0.000016,0.5,0.419875,0.164383562
SPX,CBOE,12/30/15,60,5008.162,55,C,0.106884,0,1.55,0.106884,0.164383562
SPX,CBOE,12/30/15,60,1453.982,55,P,0.419875,-0.000001,0.45,0.419875,0.164383562
SPX,CBOE,12/30/15,60,5169.715,60,C,0.106884,0,1.6,0.106884,0.164383562
SPX,CBOE,12/30/15,60,1292.429,60,P,0.419875,0,0.4,0.419875,0.164383562
SPX,CBOE,12/30/15,90,3230.586,0,C,0.134234,0.513293,1,0.067117,0.246575342
SPX,CBOE,12/30/15,90,3230.586,0,P,0.126543,-0.487468,1,0.0632715,0.246575342
SPX,CBOE,12/30/15,90,3392.115,5,C,0.10271,0.175893,1.05,0.10271,0.246575342
SPX,CBOE,12/30/15,90,3069.057,5,P,0.164357,-0.251654,0.95,0.164357,0.246575342
SPX,CBOE,12/30/15,90,3553.645,10,C,0.103723,0.03402,1.1,0.103723,0.246575342
SPX,CBOE,12/30/15,90,2907.528,10,P,0.195931,-0.128906,0.9,0.195931,0.246575342
SPX,CBOE,12/30/15,90,3715.174,15,C,0.112432,0.006654,1.15,0.112432,0.246575342
SPX,CBOE,12/30/15,90,2745.998,15,P,0.224395,-0.064982,0.85,0.224395,0.246575342
SPX,CBOE,12/30/15,90,3876.704,20,C,0.112432,0.000602,1.2,0.112432,0.246575342
SPX,CBOE,12/30/15,90,2584.469,20,P,0.252777,-0.032846,0.8,0.252777,0.246575342
SPX,CBOE,12/30/15,90,4038.233,25,C,0.112432,0.000036,1.25,0.112432,0.246575342
SPX,CBOE,12/30/15,90,2422.94,25,P,0.282594,-0.016992,0.75,0.282594,0.246575342
SPX,CBOE,12/30/15,90,4199.762,30,C,0.112432,0.000001,1.3,0.112432,0.246575342
SPX,CBOE,12/30/15,90,2261.41,30,P,0.315865,-0.009325,0.7,0.315865,0.246575342
SPX,CBOE,12/30/15,90,4361.292,35,C,0.112432,0,1.35,0.112432,0.246575342
SPX,CBOE,12/30/15,90,2099.881,35,P,0.353489,-0.005512,0.65,0.353489,0.246575342
SPX,CBOE,12/30/15,90,4522.821,40,C,0.112432,0,1.4,0.112432,0.246575342
SPX,CBOE,12/30/15,90,1938.352,40,P,0.391129,-0.003193,0.6,0.391129,0.246575342
SPX,CBOE,12/30/15,90,4684.35,45,C,0.112432,0,1.45,0.112432,0.246575342
SPX,CBOE,12/30/15,90,1776.822,45,P,0.431046,-0.001865,0.55,0.431046,0.246575342
SPX,CBOE,12/30/15,90,4845.879,50,C,0.112432,0,1.5,0.112432,0.246575342
SPX,CBOE,12/30/15,90,1615.293,50,P,0.459225,-0.000806,0.5,0.459225,0.246575342
SPX,CBOE,12/30/15,90,5007.408,55,C,0.112432,0,1.55,0.112432,0.246575342
SPX,CBOE,12/30/15,90,1453.764,55,P,0.459225,-0.00015,0.45,0.459225,0.246575342
SPX,CBOE,12/30/15,90,5168.938,60,C,0.112432,0,1.6,0.112432,0.246575342
SPX,CBOE,12/30/15,90,1292.234,60,P,0.459225,-0.000018,0.4,0.459225,0.246575342
SPX,CBOE,12/30/15,120,3230.998,0,C,0.139775,0.515982,1,0.0698875,0.328767123
SPX,CBOE,12/30/15,120,3230.998,0,P,0.131041,-0.485016,1,0.0655205,0.328767123
SPX,CBOE,12/30/15,120,3392.548,5,C,0.109205,0.227265,1.05,0.109205,0.328767123
SPX,CBOE,12/30/15,120,3069.448,5,P,0.165071,-0.277844,0.95,0.165071,0.328767123
SPX,CBOE,12/30/15,120,3554.098,10,C,0.103252,0.057019,1.1,0.103252,0.328767123
SPX,CBOE,12/30/15,120,2907.898,10,P,0.194171,-0.158169,0.9,0.194171,0.328767123
SPX,CBOE,12/30/15,120,3715.647,15,C,0.110349,0.01473,1.15,0.110349,0.328767123
SPX,CBOE,12/30/15,120,2746.348,15,P,0.219916,-0.088204,0.85,0.219916,0.328767123
SPX,CBOE,12/30/15,120,3877.198,20,C,0.114337,0.002996,1.2,0.114337,0.328767123
SPX,CBOE,12/30/15,120,2584.798,20,P,0.244452,-0.048247,0.8,0.244452,0.328767123
SPX,CBOE,12/30/15,120,4038.747,25,C,0.114337,0.000375,1.25,0.114337,0.328767123
SPX,CBOE,12/30/15,120,2423.248,25,P,0.269889,-0.02641,0.75,0.269889,0.328767123
SPX,CBOE,12/30/15,120,4200.297,30,C,0.114337,0.000036,1.3,0.114337,0.328767123
SPX,CBOE,12/30/15,120,2261.698,30,P,0.297304,-0.01472,0.7,0.297304,0.328767123
SPX,CBOE,12/30/15,120,4361.847,35,C,0.114337,0.000003,1.35,0.114337,0.328767123
SPX,CBOE,12/30/15,120,2100.148,35,P,0.327964,-0.008544,0.65,0.327964,0.328767123
SPX,CBOE,12/30/15,120,4523.397,40,C,0.114337,0,1.4,0.114337,0.328767123
SPX,CBOE,12/30/15,120,1938.599,40,P,0.362371,-0.005197,0.6,0.362371,0.328767123
SPX,CBOE,12/30/15,120,4684.947,45,C,0.114337,0,1.45,0.114337,0.328767123
SPX,CBOE,12/30/15,120,1777.049,45,P,0.398861,-0.003182,0.55,0.398861,0.328767123
SPX,CBOE,12/30/15,120,4846.497,50,C,0.114337,0,1.5,0.114337,0.328767123
SPX,CBOE,12/30/15,120,1615.499,50,P,0.435366,-0.001857,0.5,0.435366,0.328767123
SPX,CBOE,12/30/15,120,5008.046,55,C,0.114337,0,1.55,0.114337,0.328767123
SPX,CBOE,12/30/15,120,1453.949,55,P,0.439073,-0.000488,0.45,0.439073,0.328767123
SPX,CBOE,12/30/15,120,5169.597,60,C,0.114337,0,1.6,0.114337,0.328767123
SPX,CBOE,12/30/15,120,1292.399,60,P,0.439073,-0.000083,0.4,0.439073,0.328767123
SPX,CBOE,12/30/15,150,3231.076,0,C,0.140945,0.517992,1,0.0704725,0.410958904
SPX,CBOE,12/30/15,150,3231.076,0,P,0.135651,-0.482685,1,0.0678255,0.410958904
SPX,CBOE,12/30/15,150,3392.629,5,C,0.112648,0.261217,1.05,0.112648,0.410958904
SPX,CBOE,12/30/15,150,3069.522,5,P,0.166387,-0.296614,0.95,0.166387,0.410958904
SPX,CBOE,12/30/15,150,3554.183,10,C,0.103599,0.08046,1.1,0.103599,0.410958904
SPX,CBOE,12/30/15,150,2907.968,10,P,0.193227,-0.180763,0.9,0.193227,0.410958904
SPX,CBOE,12/30/15,150,3715.737,15,C,0.108186,0.023817,1.15,0.108186,0.410958904
SPX,CBOE,12/30/15,150,2746.414,15,P,0.216859,-0.107765,0.85,0.216859,0.410958904
SPX,CBOE,12/30/15,150,3877.291,20,C,0.114947,0.007395,1.2,0.114947,0.410958904
SPX,CBOE,12/30/15,150,2584.861,20,P,0.23914,-0.062739,0.8,0.23914,0.410958904
SPX,CBOE,12/30/15,150,4038.845,25,C,0.115938,0.001512,1.25,0.115938,0.410958904
SPX,CBOE,12/30/15,150,2423.307,25,P,0.261137,-0.035761,0.75,0.261137,0.410958904
SPX,CBOE,12/30/15,150,4200.398,30,C,0.115938,0.000239,1.3,0.115938,0.410958904
SPX,CBOE,12/30/15,150,2261.753,30,P,0.284201,-0.020242,0.7,0.284201,0.410958904
SPX,CBOE,12/30/15,150,4361.952,35,C,0.115938,0.000032,1.35,0.115938,0.410958904
SPX,CBOE,12/30/15,150,2100.199,35,P,0.309804,-0.011654,0.65,0.309804,0.410958904
SPX,CBOE,12/30/15,150,4523.506,40,C,0.115938,0.000004,1.4,0.115938,0.410958904
SPX,CBOE,12/30/15,150,1938.646,40,P,0.338293,-0.006872,0.6,0.338293,0.410958904
SPX,CBOE,12/30/15,150,4685.06,45,C,0.115938,0,1.45,0.115938,0.410958904
SPX,CBOE,12/30/15,150,1777.092,45,P,0.370126,-0.004167,0.55,0.370126,0.410958904
SPX,CBOE,12/30/15,150,4846.613,50,C,0.115938,0,1.5,0.115938,0.410958904
SPX,CBOE,12/30/15,150,1615.538,50,P,0.404723,-0.002545,0.5,0.404723,0.410958904
SPX,CBOE,12/30/15,150,5008.167,55,C,0.115938,0,1.55,0.115938,0.410958904
SPX,CBOE,12/30/15,150,1453.984,55,P,0.440228,-0.001486,0.45,0.440228,0.410958904
SPX,CBOE,12/30/15,150,5169.721,60,C,0.115938,0,1.6,0.115938,0.410958904
SPX,CBOE,12/30/15,150,1292.43,60,P,0.45273,-0.00048,0.4,0.45273,0.410958904
SPX,CBOE,12/30/15,180,3230.628,0,C,0.144257,0.520199,1,0.0721285,0.493150685
SPX,CBOE,12/30/15,180,3230.628,0,P,0.138684,-0.480581,1,0.069342,0.493150685
SPX,CBOE,12/30/15,180,3392.159,5,C,0.11696,0.290147,1.05,0.11696,0.493150685
SPX,CBOE,12/30/15,180,3069.096,5,P,0.167345,-0.310218,0.95,0.167345,0.493150685
SPX,CBOE,12/30/15,180,3553.69,10,C,0.104771,0.104082,1.1,0.104771,0.493150685
SPX,CBOE,12/30/15,180,2907.565,10,P,0.192467,-0.198467,0.9,0.192467,0.493150685
SPX,CBOE,12/30/15,180,3715.222,15,C,0.107167,0.034418,1.15,0.107167,0.493150685
SPX,CBOE,12/30/15,180,2746.034,15,P,0.21448,-0.124184,0.85,0.21448,0.493150685
SPX,CBOE,12/30/15,180,3876.753,20,C,0.113147,0.012071,1.2,0.113147,0.493150685
SPX,CBOE,12/30/15,180,2584.502,20,P,0.234932,-0.075638,0.8,0.234932,0.493150685
SPX,CBOE,12/30/15,180,4038.285,25,C,0.117653,0.003913,1.25,0.117653,0.493150685
SPX,CBOE,12/30/15,180,2422.971,25,P,0.25494,-0.044905,0.75,0.25494,0.493150685
SPX,CBOE,12/30/15,180,4199.816,30,C,0.117653,0.000862,1.3,0.117653,0.493150685
SPX,CBOE,12/30/15,180,2261.439,30,P,0.275122,-0.026025,0.7,0.275122,0.493150685
SPX,CBOE,12/30/15,180,4361.348,35,C,0.117653,0.000165,1.35,0.117653,0.493150685
SPX,CBOE,12/30/15,180,2099.908,35,P,0.296142,-0.0148,0.65,0.296142,0.493150685
SPX,CBOE,12/30/15,180,4522.879,40,C,0.117653,0.000028,1.4,0.117653,0.493150685
SPX,CBOE,12/30/15,180,1938.377,40,P,0.32026,-0.008568,0.6,0.32026,0.493150685
SPX,CBOE,12/30/15,180,4684.41,45,C,0.117653,0.000004,1.45,0.117653,0.493150685
SPX,CBOE,12/30/15,180,1776.845,45,P,0.348548,-0.005161,0.55,0.348548,0.493150685
SPX,CBOE,12/30/15,180,4845.941,50,C,0.117653,0.000001,1.5,0.117653,0.493150685
SPX,CBOE,12/30/15,180,1615.314,50,P,0.381164,-0.003231,0.5,0.381164,0.493150685
SPX,CBOE,12/30/15,180,5007.473,55,C,0.117653,0,1.55,0.117653,0.493150685
SPX,CBOE,12/30/15,180,1453.782,55,P,0.416354,-0.002006,0.45,0.416354,0.493150685
SPX,CBOE,12/30/15,180,5169.004,60,C,0.117653,0,1.6,0.117653,0.493150685
SPX,CBOE,12/30/15,180,1292.251,60,P,0.441616,-0.000937,0.4,0.441616,0.493150685
SPX,CBOE,12/30/15,360,3232.317,0,C,0.157379,0.531145,1,0.0786895,0.98630137
SPX,CBOE,12/30/15,360,3232.317,0,P,0.155597,-0.469207,1,0.0777985,0.98630137
SPX,CBOE,12/30/15,360,3393.933,5,C,0.13632,0.384878,1.05,0.13632,0.98630137
SPX,CBOE,12/30/15,360,3070.701,5,P,0.175626,-0.351494,0.95,0.175626,0.98630137
SPX,CBOE,12/30/15,360,3555.549,10,C,0.119043,0.227511,1.1,0.119043,0.98630137
SPX,CBOE,12/30/15,360,2909.085,10,P,0.193518,-0.259687,0.9,0.193518,0.98630137
SPX,CBOE,12/30/15,360,3717.164,15,C,0.10993,0.110179,1.15,0.10993,0.98630137
SPX,CBOE,12/30/15,360,2747.469,15,P,0.209672,-0.188189,0.85,0.209672,0.98630137
SPX,CBOE,12/30/15,360,3878.781,20,C,0.109,0.051538,1.2,0.109,0.98630137
SPX,CBOE,12/30/15,360,2585.854,20,P,0.224492,-0.132995,0.8,0.224492,0.98630137
SPX,CBOE,12/30/15,360,4040.396,25,C,0.111397,0.0249,1.25,0.111397,0.98630137
SPX,CBOE,12/30/15,360,2424.238,25,P,0.238378,-0.091175,0.75,0.238378,0.98630137
SPX,CBOE,12/30/15,360,4202.012,30,C,0.115242,0.012703,1.3,0.115242,0.98630137
SPX,CBOE,12/30/15,360,2262.622,30,P,0.251977,-0.06052,0.7,0.251977,0.98630137
SPX,CBOE,12/30/15,360,4363.628,35,C,0.118317,0.006293,1.35,0.118317,0.98630137
SPX,CBOE,12/30/15,360,2101.006,35,P,0.265408,-0.038688,0.65,0.265408,0.98630137
SPX,CBOE,12/30/15,360,4525.244,40,C,0.118317,0.002518,1.4,0.118317,0.98630137
SPX,CBOE,12/30/15,360,1939.39,40,P,0.280805,-0.024352,0.6,0.280805,0.98630137
SPX,CBOE,12/30/15,360,4686.86,45,C,0.118317,0.000957,1.45,0.118317,0.98630137
SPX,CBOE,12/30/15,360,1777.774,45,P,0.296469,-0.014714,0.55,0.296469,0.98630137
SPX,CBOE,12/30/15,360,4848.476,50,C,0.118317,0.000347,1.5,0.118317,0.98630137
SPX,CBOE,12/30/15,360,1616.158,50,P,0.31504,-0.00885,0.5,0.31504,0.98630137
SPX,CBOE,12/30/15,360,5010.091,55,C,0.118317,0.000121,1.55,0.118317,0.98630137
SPX,CBOE,12/30/15,360,1454.543,55,P,0.337292,-0.005366,0.45,0.337292,0.98630137
SPX,CBOE,12/30/15,360,5171.707,60,C,0.118317,0.000041,1.6,0.118317,0.98630137
SPX,CBOE,12/30/15,360,1292.927,60,P,0.364362,-0.003333,0.4,0.364362,0.98630137
SPX,CBOE,12/30/15,720,3236.318,0,C,0.166169,0.546448,1,0.0830845,1.97260274
SPX,CBOE,12/30/15,720,3236.318,0,P,0.168385,-0.452936,1,0.0841925,1.97260274
SPX,CBOE,12/30/15,720,3398.134,5,C,0.153874,0.453152,1.05,0.153874,1.97260274
SPX,CBOE,12/30/15,720,3074.502,5,P,0.181002,-0.371124,0.95,0.181002,1.97260274
SPX,CBOE,12/30/15,720,3559.95,10,C,0.142114,0.352823,1.1,0.142114,1.97260274
SPX,CBOE,12/30/15,720,2912.686,10,P,0.192427,-0.2998,0.9,0.192427,1.97260274
SPX,CBOE,12/30/15,720,3721.766,15,C,0.13195,0.254149,1.15,0.13195,1.97260274
SPX,CBOE,12/30/15,720,2750.87,15,P,0.203791,-0.238568,0.85,0.203791,1.97260274
SPX,CBOE,12/30/15,720,3883.582,20,C,0.124006,0.168591,1.2,0.124006,1.97260274
SPX,CBOE,12/30/15,720,2589.054,20,P,0.214998,-0.186745,0.8,0.214998,1.97260274
SPX,CBOE,12/30/15,720,4045.398,25,C,0.119651,0.106783,1.25,0.119651,1.97260274
SPX,CBOE,12/30/15,720,2427.239,25,P,0.225504,-0.143058,0.75,0.225504,1.97260274
SPX,CBOE,12/30/15,720,4207.213,30,C,0.118934,0.06849,1.3,0.118934,1.97260274
SPX,CBOE,12/30/15,720,2265.423,30,P,0.236101,-0.107227,0.7,0.236101,1.97260274
SPX,CBOE,12/30/15,720,4369.029,35,C,0.119792,0.044603,1.35,0.119792,1.97260274
SPX,CBOE,12/30/15,720,2103.607,35,P,0.246236,-0.078016,0.65,0.246236,1.97260274
SPX,CBOE,12/30/15,720,4530.845,40,C,0.121898,0.030074,1.4,0.121898,1.97260274
SPX,CBOE,12/30/15,720,1941.791,40,P,0.257385,-0.055486,0.6,0.257385,1.97260274
SPX,CBOE,12/30/15,720,4692.662,45,C,0.122816,0.019328,1.45,0.122816,1.97260274
SPX,CBOE,12/30/15,720,1779.975,45,P,0.268582,-0.038077,0.55,0.268582,1.97260274
SPX,CBOE,12/30/15,720,4854.477,50,C,0.122816,0.011776,1.5,0.122816,1.97260274
SPX,CBOE,12/30/15,720,1618.159,50,P,0.280981,-0.025366,0.5,0.280981,1.97260274
SPX,CBOE,12/30/15,720,5016.293,55,C,0.122816,0.007055,1.55,0.122816,1.97260274
SPX,CBOE,12/30/15,720,1456.343,55,P,0.294571,-0.016303,0.45,0.294571,1.97260274
SPX,CBOE,12/30/15,720,5178.109,60,C,0.122816,0.004164,1.6,0.122816,1.97260274
SPX,CBOE,12/30/15,720,1294.527,60,P,0.309518,-0.010032,0.4,0.309518,1.97260274
SPX,CBOE,12/30/15,1080,3243.119,0,C,0.172402,0.558939,1,0.086201,2.95890411
SPX,CBOE,12/30/15,1080,3243.119,0,P,0.177804,-0.439229,1,0.088902,2.95890411
SPX,CBOE,12/30/15,1080,3405.275,5,C,0.163703,0.48705,1.05,0.163703,2.95890411
SPX,CBOE,12/30/15,1080,3080.963,5,P,0.186527,-0.374374,0.95,0.186527,2.95890411
SPX,CBOE,12/30/15,1080,3567.431,10,C,0.155283,0.411665,1.1,0.155283,2.95890411
SPX,CBOE,12/30/15,1080,2918.807,10,P,0.195418,-0.315077,0.9,0.195418,2.95890411
