symbol,exchange,date,period,strike,out-of-the-money-pcent,call/put,iv,delta,moneyness,normalizediv,matyears
SPX,CBOE,1/30/16,30,3224.278,0,C,0.160081,0.509154,1,0.0800405,0.082191781
SPX,CBOE,1/30/16,30,3224.278,0,P,0.164184,-0.490612,1,0.082092,0.082191781
SPX,CBOE,1/30/16,30,3385.492,5,C,0.104464,0.053249,1.05,0.104464,0.082191781
SPX,CBOE,1/30/16,30,3063.064,5,P,0.209793,-0.188648,0.95,0.209793,0.082191781
SPX,CBOE,1/30/16,30,3546.706,10,C,0.104149,0.000744,1.1,0.104149,0.082191781
SPX,CBOE,1/30/16,30,2901.85,10,P,0.250905,-0.066718,0.9,0.250905,0.082191781
SPX,CBOE,1/30/16,30,3707.92,15,C,0.104149,0.000002,1.15,0.104149,0.082191781
SPX,CBOE,1/30/16,30,2740.637,15,P,0.299574,-0.026481,0.85,0.299574,0.082191781
SPX,CBOE,1/30/16,30,3869.134,20,C,0.104149,0,1.2,0.104149,0.082191781
SPX,CBOE,1/30/16,30,2579.423,20,P,0.356126,-0.012655,0.8,0.356126,0.082191781
SPX,CBOE,1/30/16,30,4030.348,25,C,0.104149,0,1.25,0.104149,0.082191781
SPX,CBOE,1/30/16,30,2418.209,25,P,0.419686,-0.00712,0.75,0.419686,0.082191781
SPX,CBOE,1/30/16,30,4191.562,30,C,0.104149,0,1.3,0.104149,0.082191781
SPX,CBOE,1/30/16,30,2256.995,30,P,0.48794,-0.004401,0.7,0.48794,0.082191781
SPX,CBOE,1/30/16,30,4352.776,35,C,0.104149,0,1.35,0.104149,0.082191781
SPX,CBOE,1/30/16,30,2095.781,35,P,0.557487,-0.002758,0.65,0.557487,0.082191781
SPX,CBOE,1/30/16,30,4513.99,40,C,0.104149,0,1.4,0.104149,0.082191781
SPX,CBOE,1/30/16,30,1934.567,40,P,0.607376,-0.001261,0.6,0.607376,0.082191781
SPX,CBOE,1/30/16,30,4675.204,45,C,0.104149,0,1.45,0.104149,0.082191781
SPX,CBOE,1/30/16,30,1773.353,45,P,0.612036,-0.000237,0.55,0.612036,0.082191781
SPX,CBOE,1/30/16,30,4836.417,50,C,0.104149,0,1.5,0.104149,0.082191781
SPX,CBOE,1/30/16,30,1612.139,50,P,0.612036,-0.000027,0.5,0.612036,0.082191781
SPX,CBOE,1/30/16,30,4997.631,55,C,0.104149,0,1.55,0.104149,0.082191781
SPX,CBOE,1/30/16,30,1450.925,55,P,0.612036,-0.000002,0.45,0.612036,0.082191781
SPX,CBOE,1/30/16,30,5158.845,60,C,0.104149,0,1.6,0.104149,0.082191781
SPX,CBOE,1/30/16,30,1289.711,60,P,0.612036,0,0.4,0.612036,0.082191781
SPX,CBOE,1/30/16,60,3223.959,0,C,0.157845,0.512762,1,0.0789225,0.164383562
SPX,CBOE,1/30/16,60,3223.959,0,P,0.159786,-0.487081,1,0.079893,0.164383562
SPX,CBOE,1/30/16,60,3385.156,5,C,0.114076,0.15109,1.05,0.114076,0.164383562
SPX,CBOE,1/30/16,60,3062.761,5,P,0.199558,-0.250024,0.95,0.199558,0.164383562
SPX,CBOE,1/30/16,60,3546.355,10,C,0.106957,0.014771,1.1,0.106957,0.164383562
SPX,CBOE,1/30/16,60,2901.563,10,P,0.233071,-0.122575,0.9,0.233071,0.164383562
SPX,CBOE,1/30/16,60,3707.552,15,C,0.108624,0.000812,1.15,0.108624,0.164383562
SPX,CBOE,1/30/16,60,2740.365,15,P,0.267341,-0.060144,0.85,0.267341,0.164383562
SPX,CBOE,1/30/16,60,3868.751,20,C,0.108624,0.000019,1.2,0.108624,0.164383562
SPX,CBOE,1/30/16,60,2579.167,20,P,0.303051,-0.030223,0.8,0.303051,0.164383562
SPX,CBOE,1/30/16,60,4029.948,25,C,0.108624,0,1.25,0.108624,0.164383562
SPX,CBOE,1/30/16,60,2417.969,25,P,0.344532,-0.016614,0.75,0.344532,0.164383562
SPX,CBOE,1/30/16,60,4191.146,30,C,0.108624,0,1.3,0.108624,0.164383562
SPX,CBOE,1/30/16,60,2256.771,30,P,0.389219,-0.009665,0.7,0.389219,0.164383562
SPX,CBOE,1/30/16,60,4352.344,35,C,0.108624,0,1.35,0.108624,0.164383562
SPX,CBOE,1/30/16,60,2095.573,35,P,0.440587,-0.006194,0.65,0.440587,0.164383562
SPX,CBOE,1/30/16,60,4513.542,40,C,0.108624,0,1.4,0.108624,0.164383562
SPX,CBOE,1/30/16,60,1934.375,40,P,0.491955,-0.003898,0.6,0.491955,0.164383562
SPX,CBOE,1/30/16,60,4674.74,45,C,0.108624,0,1.45,0.108624,0.164383562
SPX,CBOE,1/30/16,60,1773.177,45,P,0.545306,-0.002442,0.55,0.545306,0.164383562
SPX,CBOE,1/30/16,60,4835.938,50,C,0.108624,0,1.5,0.108624,0.164383562
SPX,CBOE,1/30/16,60,1611.979,50,P,0.599132,-0.001465,0.5,0.599132,0.164383562
SPX,CBOE,1/30/16,60,4997.136,55,C,0.108624,0,1.55,0.108624,0.164383562
SPX,CBOE,1/30/16,60,1450.781,55,P,0.643594,-0.00071,0.45,0.643594,0.164383562
SPX,CBOE,1/30/16,60,5158.334,60,C,0.108624,0,1.6,0.108624,0.164383562
SPX,CBOE,1/30/16,60,1289.583,60,P,0.643594,-0.000135,0.4,0.643594,0.164383562
SPX,CBOE,1/30/16,90,3223.979,0,C,0.15763,0.515561,1,0.078815,0.246575342
SPX,CBOE,1/30/16,90,3223.979,0,P,0.155173,-0.484683,1,0.0775865,0.246575342
SPX,CBOE,1/30/16,90,3385.177,5,C,0.119177,0.213301,1.05,0.119177,0.246575342
SPX,CBOE,1/30/16,90,3062.78,5,P,0.191179,-0.278374,0.95,0.191179,0.246575342
SPX,CBOE,1/30/16,90,3546.376,10,C,0.106248,0.037512,1.1,0.106248,0.246575342
SPX,CBOE,1/30/16,90,2901.581,10,P,0.222019,-0.156076,0.9,0.222019,0.246575342
SPX,CBOE,1/30/16,90,3707.575,15,C,0.1097,0.005564,1.15,0.1097,0.246575342
SPX,CBOE,1/30/16,90,2740.382,15,P,0.249186,-0.084532,0.85,0.249186,0.246575342
SPX,CBOE,1/30/16,90,3868.774,20,C,0.1097,0.00045,1.2,0.1097,0.246575342
SPX,CBOE,1/30/16,90,2579.183,20,P,0.279213,-0.046606,0.8,0.279213,0.246575342
SPX,CBOE,1/30/16,90,4029.973,25,C,0.1097,0.000024,1.25,0.1097,0.246575342
SPX,CBOE,1/30/16,90,2417.984,25,P,0.311771,-0.026459,0.75,0.311771,0.246575342
SPX,CBOE,1/30/16,90,4191.172,30,C,0.1097,0.000001,1.3,0.1097,0.246575342
SPX,CBOE,1/30/16,90,2256.785,30,P,0.348423,-0.015857,0.7,0.348423,0.246575342
SPX,CBOE,1/30/16,90,4352.371,35,C,0.1097,0,1.35,0.1097,0.246575342
SPX,CBOE,1/30/16,90,2095.586,35,P,0.389414,-0.010052,0.65,0.389414,0.246575342
SPX,CBOE,1/30/16,90,4513.57,40,C,0.1097,0,1.4,0.1097,0.246575342
SPX,CBOE,1/30/16,90,1934.387,40,P,0.432014,-0.006415,0.6,0.432014,0.246575342
SPX,CBOE,1/30/16,90,4674.769,45,C,0.1097,0,1.45,0.1097,0.246575342
SPX,CBOE,1/30/16,90,1773.188,45,P,0.478479,-0.004207,0.55,0.478479,0.246575342
SPX,CBOE,1/30/16,90,4835.968,50,C,0.1097,0,1.5,0.1097,0.246575342
SPX,CBOE,1/30/16,90,1611.989,50,P,0.527343,-0.002735,0.5,0.527343,0.246575342
SPX,CBOE,1/30/16,90,4997.167,55,C,0.1097,0,1.55,0.1097,0.246575342
SPX,CBOE,1/30/16,90,1450.79,55,P,0.570999,-0.001548,0.45,0.570999,0.246575342
SPX,CBOE,1/30/16,90,5158.366,60,C,0.1097,0,1.6,0.1097,0.246575342
SPX,CBOE,1/30/16,90,1289.591,60,P,0.586698,-0.0005,0.4,0.586698,0.246575342
SPX,CBOE,1/30/16,120,3223.793,0,C,0.15335,0.517534,1,0.076675,0.328767123
SPX,CBOE,1/30/16,120,3223.793,0,P,0.154254,-0.482363,1,0.077127,0.328767123
SPX,CBOE,1/30/16,120,3384.982,5,C,0.120833,0.251566,1.05,0.120833,0.328767123
SPX,CBOE,1/30/16,120,3062.603,5,P,0.185862,-0.296464,0.95,0.185862,0.328767123
SPX,CBOE,1/30/16,120,3546.172,10,C,0.10606,0.062163,1.1,0.10606,0.328767123
SPX,CBOE,1/30/16,120,2901.414,10,P,0.214172,-0.178952,0.9,0.214172,0.328767123
SPX,CBOE,1/30/16,120,3707.362,15,C,0.108148,0.013113,1.15,0.108148,0.328767123
SPX,CBOE,1/30/16,120,2740.224,15,P,0.239067,-0.104895,0.85,0.239067,0.328767123
SPX,CBOE,1/30/16,120,3868.552,20,C,0.108206,0.001821,1.2,0.108206,0.328767123
SPX,CBOE,1/30/16,120,2579.034,20,P,0.264771,-0.061083,0.8,0.264771,0.328767123
SPX,CBOE,1/30/16,120,4029.741,25,C,0.108206,0.000182,1.25,0.108206,0.328767123
SPX,CBOE,1/30/16,120,2417.845,25,P,0.290962,-0.035319,0.75,0.290962,0.328767123
SPX,CBOE,1/30/16,120,4190.931,30,C,0.108206,0.000013,1.3,0.108206,0.328767123
SPX,CBOE,1/30/16,120,2256.655,30,P,0.320267,-0.02097,0.7,0.320267,0.328767123
SPX,CBOE,1/30/16,120,4352.121,35,C,0.108206,0.000001,1.35,0.108206,0.328767123
SPX,CBOE,1/30/16,120,2095.465,35,P,0.35264,-0.012821,0.65,0.35264,0.328767123
SPX,CBOE,1/30/16,120,4513.31,40,C,0.108206,0,1.4,0.108206,0.328767123
SPX,CBOE,1/30/16,120,1934.276,40,P,0.388158,-0.008054,0.6,0.388158,0.328767123
SPX,CBOE,1/30/16,120,4674.5,45,C,0.108206,0,1.45,0.108206,0.328767123
SPX,CBOE,1/30/16,120,1773.086,45,P,0.427767,-0.005233,0.55,0.427767,0.328767123
SPX,CBOE,1/30/16,120,4835.689,50,C,0.108206,0,1.5,0.108206,0.328767123
SPX,CBOE,1/30/16,120,1611.896,50,P,0.468213,-0.003303,0.5,0.468213,0.328767123
SPX,CBOE,1/30/16,120,4996.879,55,C,0.108206,0,1.55,0.108206,0.328767123
SPX,CBOE,1/30/16,120,1450.707,55,P,0.510497,-0.002024,0.45,0.510497,0.328767123
SPX,CBOE,1/30/16,120,5158.069,60,C,0.108206,0,1.6,0.108206,0.328767123
SPX,CBOE,1/30/16,120,1289.517,60,P,0.526613,-0.000722,0.4,0.526613,0.328767123
SPX,CBOE,1/30/16,150,3224.372,0,C,0.152506,0.519494,1,0.076253,0.410958904
SPX,CBOE,1/30/16,150,3224.372,0,P,0.153972,-0.480319,1,0.076986,0.410958904
SPX,CBOE,1/30/16,150,3385.59,5,C,0.123083,0.28133,1.05,0.123083,0.410958904
SPX,CBOE,1/30/16,150,3063.153,5,P,0.183202,-0.310134,0.95,0.183202,0.410958904
SPX,CBOE,1/30/16,150,3546.809,10,C,0.1074,0.088526,1.1,0.1074,0.410958904
SPX,CBOE,1/30/16,150,2901.934,10,P,0.208642,-0.196384,0.9,0.208642,0.410958904
SPX,CBOE,1/30/16,150,3708.027,15,C,0.106541,0.022101,1.15,0.106541,0.410958904
SPX,CBOE,1/30/16,150,2740.716,15,P,0.232449,-0.121982,0.85,0.232449,0.410958904
SPX,CBOE,1/30/16,150,3869.246,20,C,0.108375,0.004805,1.2,0.108375,0.410958904
SPX,CBOE,1/30/16,150,2579.497,20,P,0.255456,-0.074302,0.8,0.255456,0.410958904
SPX,CBOE,1/30/16,150,4030.464,25,C,0.108375,0.000744,1.25,0.108375,0.410958904
SPX,CBOE,1/30/16,150,2418.279,25,P,0.278416,-0.044465,0.75,0.278416,0.410958904
SPX,CBOE,1/30/16,150,4191.683,30,C,0.108375,0.000091,1.3,0.108375,0.410958904
SPX,CBOE,1/30/16,150,2257.06,30,P,0.30312,-0.026638,0.7,0.30312,0.410958904
SPX,CBOE,1/30/16,150,4352.902,35,C,0.108375,0.000009,1.35,0.108375,0.410958904
SPX,CBOE,1/30/16,150,2095.842,35,P,0.330191,-0.016138,0.65,0.330191,0.410958904
SPX,CBOE,1/30/16,150,4514.12,40,C,0.108375,0.000001,1.4,0.108375,0.410958904
SPX,CBOE,1/30/16,150,1934.623,40,P,0.359226,-0.009814,0.6,0.359226,0.410958904
SPX,CBOE,1/30/16,150,4675.339,45,C,0.108375,0,1.45,0.108375,0.410958904
SPX,CBOE,1/30/16,150,1773.404,45,P,0.392858,-0.006214,0.55,0.392858,0.410958904
SPX,CBOE,1/30/16,150,4836.558,50,C,0.108375,0,1.5,0.108375,0.410958904
SPX,CBOE,1/30/16,150,1612.186,50,P,0.428785,-0.003917,0.5,0.428785,0.410958904
SPX,CBOE,1/30/16,150,4997.776,55,C,0.108375,0,1.55,0.108375,0.410958904
SPX,CBOE,1/30/16,150,1450.967,55,P,0.466718,-0.002413,0.45,0.466718,0.410958904
SPX,CBOE,1/30/16,150,5158.995,60,C,0.108375,0,1.6,0.108375,0.410958904
SPX,CBOE,1/30/16,150,1289.749,60,P,0.506249,-0.001415,0.4,0.506249,0.410958904
SPX,CBOE,1/30/16,180,3224.349,0,C,0.153582,0.521503,1,0.076791,0.493150685
SPX,CBOE,1/30/16,180,3224.349,0,P,0.154732,-0.478336,1,0.077366,0.493150685
SPX,CBOE,1/30/16,180,3385.566,5,C,0.127528,0.30853,1.05,0.127528,0.493150685
SPX,CBOE,1/30/16,180,3063.131,5,P,0.181036,-0.320239,0.95,0.181036,0.493150685
SPX,CBOE,1/30/16,180,3546.784,10,C,0.111943,0.120376,1.1,0.111943,0.493150685
SPX,CBOE,1/30/16,180,2901.914,10,P,0.205642,-0.211337,0.9,0.205642,0.493150685
SPX,CBOE,1/30/16,180,3708.001,15,C,0.105219,0.031831,1.15,0.105219,0.493150685
SPX,CBOE,1/30/16,180,2740.697,15,P,0.228486,-0.137175,0.85,0.228486,0.493150685
SPX,CBOE,1/30/16,180,3869.219,20,C,0.106878,0.008386,1.2,0.106878,0.493150685
SPX,CBOE,1/30/16,180,2579.479,20,P,0.248526,-0.085996,0.8,0.248526,0.493150685
SPX,CBOE,1/30/16,180,4030.436,25,C,0.107315,0.001732,1.25,0.107315,0.493150685
SPX,CBOE,1/30/16,180,2418.261,25,P,0.268537,-0.052636,0.75,0.268537,0.493150685
SPX,CBOE,1/30/16,180,4191.653,30,C,0.107315,0.000287,1.3,0.107315,0.493150685
SPX,CBOE,1/30/16,180,2257.044,30,P,0.290536,-0.032144,0.7,0.290536,0.493150685
SPX,CBOE,1/30/16,180,4352.871,35,C,0.107315,0.00004,1.35,0.107315,0.493150685
SPX,CBOE,1/30/16,180,2095.826,35,P,0.313061,-0.019254,0.65,0.313061,0.493150685
SPX,CBOE,1/30/16,180,4514.088,40,C,0.107315,0.000005,1.4,0.107315,0.493150685
SPX,CBOE,1/30/16,180,1934.609,40,P,0.338794,-0.011725,0.6,0.338794,0.493150685
SPX,CBOE,1/30/16,180,4675.306,45,C,0.107315,0,1.45,0.107315,0.493150685
SPX,CBOE,1/30/16,180,1773.392,45,P,0.367057,-0.007179,0.55,0.367057,0.493150685
SPX,CBOE,1/30/16,180,4836.523,50,C,0.107315,0,1.5,0.107315,0.493150685
SPX,CBOE,1/30/16,180,1612.174,50,P,0.401765,-0.004691,0.5,0.401765,0.493150685
SPX,CBOE,1/30/16,180,4997.74,55,C,0.107315,0,1.55,0.107315,0.493150685
SPX,CBOE,1/30/16,180,1450.957,55,P,0.438793,-0.003021,0.45,0.438793,0.493150685
SPX,CBOE,1/30/16,180,5158.958,60,C,0.107315,0,1.6,0.107315,0.493150685
SPX,CBOE,1/30/16,180,1289.739,60,P,0.455765,-0.001252,0.4,0.455765,0.493150685
SPX,CBOE,1/30/16,360,3228.613,0,C,0.155027,0.530681,1,0.0775135,0.98630137
SPX,CBOE,1/30/16,360,3228.613,0,P,0.161747,-0.467992,1,0.0808735,0.98630137
SPX,CBOE,1/30/16,360,3390.043,5,C,0.136081,0.38459,1.05,0.136081,0.98630137
SPX,CBOE,1/30/16,360,3067.182,5,P,0.179845,-0.353278,0.95,0.179845,0.98630137
SPX,CBOE,1/30/16,360,3551.474,10,C,0.119147,0.227739,1.1,0.119147,0.98630137
SPX,CBOE,1/30/16,360,2905.751,10,P,0.196343,-0.261794,0.9,0.196343,0.98630137
SPX,CBOE,1/30/16,360,3712.905,15,C,0.109162,0.108421,1.15,0.109162,0.98630137
SPX,CBOE,1/30/16,360,2744.321,15,P,0.21185,-0.190067,0.85,0.21185,0.98630137
SPX,CBOE,1/30/16,360,3874.335,20,C,0.105947,0.046462,1.2,0.105947,0.98630137
SPX,CBOE,1/30/16,360,2582.89,20,P,0.226482,-0.134679,0.8,0.226482,0.98630137
SPX,CBOE,1/30/16,360,4035.766,25,C,0.106044,0.019407,1.25,0.106044,0.98630137
SPX,CBOE,1/30/16,360,2421.459,25,P,0.239752,-0.092209,0.75,0.239752,0.98630137
SPX,CBOE,1/30/16,360,4197.196,30,C,0.107115,0.007908,1.3,0.107115,0.98630137
SPX,CBOE,1/30/16,360,2260.029,30,P,0.253464,-0.061439,0.7,0.253464,0.98630137
SPX,CBOE,1/30/16,360,4358.627,35,C,0.107391,0.002886,1.35,0.107391,0.98630137
SPX,CBOE,1/30/16,360,2098.598,35,P,0.267771,-0.039812,0.65,0.267771,0.98630137
SPX,CBOE,1/30/16,360,4520.058,40,C,0.107391,0.000963,1.4,0.107391,0.98630137
SPX,CBOE,1/30/16,360,1937.168,40,P,0.283855,-0.02541,0.6,0.283855,0.98630137
SPX,CBOE,1/30/16,360,4681.489,45,C,0.107391,0.000301,1.45,0.107391,0.98630137
SPX,CBOE,1/30/16,360,1775.737,45,P,0.301693,-0.015971,0.55,0.301693,0.98630137
SPX,CBOE,1/30/16,360,4842.919,50,C,0.107391,0.000089,1.5,0.107391,0.98630137
SPX,CBOE,1/30/16,360,1614.306,50,P,0.32137,-0.009867,0.5,0.32137,0.98630137
SPX,CBOE,1/30/16,360,5004.35,55,C,0.107391,0.000025,1.55,0.107391,0.98630137
SPX,CBOE,1/30/16,360,1452.876,55,P,0.344584,-0.006132,0.45,0.344584,0.98630137
SPX,CBOE,1/30/16,360,5165.781,60,C,0.107391,0.000007,1.6,0.107391,0.98630137
SPX,CBOE,1/30/16,360,1291.445,60,P,0.373167,-0.003933,0.4,0.373167,0.98630137
SPX,CBOE,1/30/16,720,3227.656,0,C,0.158393,0.544283,1,0.0791965,1.97260274
SPX,CBOE,1/30/16,720,3227.656,0,P,0.170908,-0.452234,1,0.085454,1.97260274
SPX,CBOE,1/30/16,720,3389.038,5,C,0.147531,0.447547,1.05,0.147531,1.97260274
SPX,CBOE,1/30/16,720,3066.273,5,P,0.181644,-0.371223,0.95,0.181644,1.97260274
SPX,CBOE,1/30/16,720,3550.421,10,C,0.136961,0.344838,1.1,0.136961,1.97260274
SPX,CBOE,1/30/16,720,2904.89,10,P,0.191713,-0.29947,0.9,0.191713,1.97260274
SPX,CBOE,1/30/16,720,3711.804,15,C,0.127746,0.24533,1.15,0.127746,1.97260274
SPX,CBOE,1/30/16,720,2743.507,15,P,0.20197,-0.237379,0.85,0.20197,1.97260274
SPX,CBOE,1/30/16,720,3873.187,20,C,0.120873,0.161313,1.2,0.120873,1.97260274
SPX,CBOE,1/30/16,720,2582.125,20,P,0.211786,-0.18435,0.8,0.211786,1.97260274
SPX,CBOE,1/30/16,720,4034.569,25,C,0.116749,0.100473,1.25,0.116749,1.97260274
SPX,CBOE,1/30/16,720,2420.742,25,P,0.221234,-0.139801,0.75,0.221234,1.97260274
SPX,CBOE,1/30/16,720,4195.952,30,C,0.11526,0.061808,1.3,0.11526,1.97260274
SPX,CBOE,1/30/16,720,2259.359,30,P,0.230558,-0.103227,0.7,0.230558,1.97260274
SPX,CBOE,1/30/16,720,4357.335,35,C,0.115281,0.038151,1.35,0.115281,1.97260274
SPX,CBOE,1/30/16,720,2097.976,35,P,0.239838,-0.07391,0.65,0.239838,1.97260274
SPX,CBOE,1/30/16,720,4518.718,40,C,0.116925,0.024603,1.4,0.116925,1.97260274
SPX,CBOE,1/30/16,720,1936.593,40,P,0.249937,-0.051475,0.6,0.249937,1.97260274
SPX,CBOE,1/30/16,720,4680.101,45,C,0.119489,0.01658,1.45,0.119489,1.97260274
SPX,CBOE,1/30/16,720,1775.211,45,P,0.261875,-0.0352,0.55,0.261875,1.97260274
SPX,CBOE,1/30/16,720,4841.483,50,C,0.121776,0.011152,1.5,0.121776,1.97260274
SPX,CBOE,1/30/16,720,1613.828,50,P,0.274675,-0.023316,0.5,0.274675,1.97260274
SPX,CBOE,1/30/16,720,5002.866,55,C,0.121776,0.006627,1.55,0.121776,1.97260274
SPX,CBOE,1/30/16,720,1452.445,55,P,0.288828,-0.014956,0.45,0.288828,1.97260274
SPX,CBOE,1/30/16,720,5164.249,60,C,0.121776,0.003878,1.6,0.121776,1.97260274
SPX,CBOE,1/30/16,720,1291.062,60,P,0.30459,-0.009242,0.4,0.30459,1.97260274
SPX,CBOE,1/30/16,1080,3228.295,0,C,0.161431,0.555213,1,0.0807155,2.95890411
SPX,CBOE,1/30/16,1080,3228.295,0,P,0.17776,-0.439244,1,0.08888,2.95890411
SPX,CBOE,1/30/16,1080,3389.709,5,C,0.153952,0.479332,1.05,0.153952,2.95890411
SPX,CBOE,1/30/16,1080,3066.88,5,P,0.185437,-0.374373,0.95,0.185437,2.95890411
SPX,CBOE,1/30/16,1080,3551.125,10,C,0.146131,0.399947,1.1,0.146131,2.95890411
SPX,CBOE,1/30/16,1080,2905.465,10,P,0.193239,-0.314488,0.9,0.193239,2.95890411
SPX,CBOE,1/30/16,1080,3712.539,15,C,0.139095,0.321143,1.15,0.139095,2.95890411
SPX,CBOE,1/30/16,1080,2744.051,15,P,0.201702,-0.260472,0.85,0.201702,2.95890411
SPX,CBOE,1/30/16,1080,3873.954,20,C,0.132534,0.246437,1.2,0.132534,2.95890411
SPX,CBOE,1/30/16,1080,2582.636,20,P,0.209115,-0.211797,0.8,0.209115,2.95890411
SPX,CBOE,1/30/16,1080,4035.369,25,C,0.127417,0.181803,1.25,0.127417,2.95890411
SPX,CBOE,1/30/16,1080,2421.221,25,P,0.216531,-0.168879,0.75,0.216531,2.95890411
SPX,CBOE,1/30/16,1080,4196.783,30,C,0.123678,0.1299,1.3,0.123678,2.95890411
SPX,CBOE,1/30/16,1080,2259.806,30,P,0.225027,-0.132427,0.7,0.225027,2.95890411
SPX,CBOE,1/30/16,1080,4358.198,35,C,0.121373,0.091259,1.35,0.121373,2.95890411
SPX,CBOE,1/30/16,1080,2098.392,35,P,0.231703,-0.100251,0.65,0.231703,2.95890411
SPX,CBOE,1/30/16,1080,4519.613,40,C,0.120327,0.063988,1.4,0.120327,2.95890411
SPX,CBOE,1/30/16,1080,1936.977,40,P,0.239975,-0.074386,0.6,0.239975,2.95890411
SPX,CBOE,1/30/16,1080,4681.028,45,C,0.121298,0.046824,1.45,0.121298,2.95890411
SPX,CBOE,1/30/16,1080,1775.562,45,P,0.248309,-0.053347,0.55,0.248309,2.95890411
SPX,CBOE,1/30/16,1080,4842.442,50,C,0.121298,0.032962,1.5,0.121298,2.95890411
SPX,CBOE,1/30/16,1080,1614.147,50,P,0.259098,-0.037695,0.5,0.259098,2.95890411
SPX,CBOE,1/30/16,1080,5003.857,55,C,0.121298,0.022962,1.55,0.121298,2.95890411
SPX,CBOE,1/30/16,1080,1452.733,55,P,0.26976,-0.02542,0.45,0.26976,2.95890411
SPX,CBOE,1/30/16,1080,5165.272,60,C,0.121298,0.015847,1.6,0.121298,2.95890411
SPX,CBOE,1/30/16,1080,1291.318,60,P,0.283207,-0.016815,0.4,0.283207,2.95890411
SPX,CBOE,1/29/16,30,3290.066,0,C,0.13215,0.507557,1,0.066075,0.082191781
SPX,CBOE,1/29/16,30,3290.066,0,P,0.130991,-0.49251,1,0.0654955,0.082191781
SPX,CBOE,1/29/16,30,3454.57,5,C,0.09002,0.030217,1.05,0.09002,0.082191781
SPX,CBOE,1/29/16,30,3125.563,5,P,0.183618,-0.158484,0.95,0.183618,0.082191781
SPX,CBOE,1/29/16,30,3619.073,10,C,0.093727,0.000205,1.1,0.093727,0.082191781
SPX,CBOE,1/29/16,30,2961.06,10,P,0.224491,-0.047535,0.9,0.224491,0.082191781
SPX,CBOE,1/29/16,30,3783.576,15,C,0.093727,0,1.15,0.093727,0.082191781
SPX,CBOE,1/29/16,30,2796.557,15,P,0.270872,-0.016519,0.85,0.270872,0.082191781
SPX,CBOE,1/29/16,30,3948.08,20,C,0.093727,0,1.2,0.093727,0.082191781
SPX,CBOE,1/29/16,30,2632.053,20,P,0.323877,-0.00715,0.8,0.323877,0.082191781
SPX,CBOE,1/29/16,30,4112.583,25,C,0.093727,0,1.25,0.093727,0.082191781
SPX,CBOE,1/29/16,30,2467.55,25,P,0.380582,-0.00356,0.75,0.380582,0.082191781
SPX,CBOE,1/29/16,30,4277.086,30,C,0.093727,0,1.3,0.093727,0.082191781
SPX,CBOE,1/29/16,30,2303.046,30,P,0.443968,-0.002079,0.7,0.443968,0.082191781
SPX,CBOE,1/29/16,30,4441.59,35,C,0.093727,0,1.35,0.093727,0.082191781
SPX,CBOE,1/29/16,30,2138.543,35,P,0.483706,-0.000747,0.65,0.483706,0.082191781
SPX,CBOE,1/29/16,30,4606.093,40,C,0.093727,0,1.4,0.093727,0.082191781
SPX,CBOE,1/29/16,30,1974.04,40,P,0.492879,-0.000114,0.6,0.492879,0.082191781
SPX,CBOE,1/29/16,30,4770.597,45,C,0.093727,0,1.45,0.093727,0.082191781
SPX,CBOE,1/29/16,30,1809.537,45,P,0.492879,-0.000008,0.55,0.492879,0.082191781
SPX,CBOE,1/29/16,30,4935.1,50,C,0.093727,0,1.5,0.093727,0.082191781
SPX,CBOE,1/29/16,30,1645.033,50,P,0.492879,0,0.5,0.492879,0.082191781
SPX,CBOE,1/29/16,30,5099.603,55,C,0.093727,0,1.55,0.093727,0.082191781
SPX,CBOE,1/29/16,30,1480.53,55,P,0.492879,0,0.45,0.492879,0.082191781
SPX,CBOE,1/29/16,30,5264.106,60,C,0.093727,0,1.6,0.093727,0.082191781
SPX,CBOE,1/29/16,30,1316.026,60,P,0.492879,0,0.4,0.492879,0.082191781
SPX,CBOE,1/29/16,60,3290.351,0,C,0.13515,0.510929,1,0.067575,0.164383562
SPX,CBOE,1/29/16,60,3290.351,0,P,0.134524,-0.489122,1,0.067262,0.164383562
SPX,CBOE,1/29/16,60,3454.869,5,C,0.097096,0.111291,1.05,0.097096,0.164383562
SPX,CBOE,1/29/16,60,3125.834,5,P,0.176627,-0.226003,0.95,0.176627,0.164383562
SPX,CBOE,1/29/16,60,3619.386,10,C,0.099561,0.009617,1.1,0.099561,0.164383562
SPX,CBOE,1/29/16,60,2961.316,10,P,0.21192,-0.102184,0.9,0.21192,0.164383562
SPX,CBOE,1/29/16,60,3783.904,15,C,0.099839,0.000299,1.15,0.099839,0.164383562
SPX,CBOE,1/29/16,60,2796.799,15,P,0.245099,-0.045982,0.85,0.245099,0.164383562
SPX,CBOE,1/29/16,60,3948.422,20,C,0.099839,0.000004,1.2,0.099839,0.164383562
SPX,CBOE,1/29/16,60,2632.281,20,P,0.281703,-0.022172,0.8,0.281703,0.164383562
SPX,CBOE,1/29/16,60,4112.939,25,C,0.099839,0,1.25,0.099839,0.164383562
SPX,CBOE,1/29/16,60,2467.763,25,P,0.322394,-0.011718,0.75,0.322394,0.164383562
SPX,CBOE,1/29/16,60,4277.457,30,C,0.099839,0,1.3,0.099839,0.164383562
SPX,CBOE,1/29/16,60,2303.246,30,P,0.366386,-0.006655,0.7,0.366386,0.164383562
